split,matched_group_id,family,instance_index,easy_instance_id,medium_instance_id,hard_instance_id,easy_map_file,medium_map_file,hard_map_file
train,terrain_smooth_obstacles_025,smooth_obstacles,25,terrain_smooth_obstacles_025_easy,terrain_smooth_obstacles_025_medium,terrain_smooth_obstacles_025_hard,maps/smooth_obstacles/terrain_smooth_obstacles_025_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_025_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_025_hard.json
train,terrain_smooth_obstacles_028,smooth_obstacles,28,terrain_smooth_obstacles_028_easy,terrain_smooth_obstacles_028_medium,terrain_smooth_obstacles_028_hard,maps/smooth_obstacles/terrain_smooth_obstacles_028_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_028_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_028_hard.json
train,terrain_smooth_obstacles_030,smooth_obstacles,30,terrain_smooth_obstacles_030_easy,terrain_smooth_obstacles_030_medium,terrain_smooth_obstacles_030_hard,maps/smooth_obstacles/terrain_smooth_obstacles_030_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_030_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_030_hard.json
train,terrain_smooth_obstacles_032,smooth_obstacles,32,terrain_smooth_obstacles_032_easy,terrain_smooth_obstacles_032_medium,terrain_smooth_obstacles_032_hard,maps/smooth_obstacles/terrain_smooth_obstacles_032_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_032_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_032_hard.json
train,terrain_smooth_obstacles_033,smooth_obstacles,33,terrain_smooth_obstacles_033_easy,terrain_smooth_obstacles_033_medium,terrain_smooth_obstacles_033_hard,maps/smooth_obstacles/terrain_smooth_obstacles_033_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_033_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_033_hard.json
train,terrain_smooth_obstacles_034,smooth_obstacles,34,terrain_smooth_obstacles_034_easy,terrain_smooth_obstacles_034_medium,terrain_smooth_obstacles_034_hard,maps/smooth_obstacles/terrain_smooth_obstacles_034_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_034_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_034_hard.json
train,terrain_smooth_obstacles_035,smooth_obstacles,35,terrain_smooth_obstacles_035_easy,terrain_smooth_obstacles_035_medium,terrain_smooth_obstacles_035_hard,maps/smooth_obstacles/terrain_smooth_obstacles_035_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_035_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_035_hard.json
train,terrain_smooth_obstacles_037,smooth_obstacles,37,terrain_smooth_obstacles_037_easy,terrain_smooth_obstacles_037_medium,terrain_smooth_obstacles_037_hard,maps/smooth_obstacles/terrain_smooth_obstacles_037_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_037_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_037_hard.json
train,terrain_smooth_obstacles_038,smooth_obstacles,38,terrain_smooth_obstacles_038_easy,terrain_smooth_obstacles_038_medium,terrain_smooth_obstacles_038_hard,maps/smooth_obstacles/terrain_smooth_obstacles_038_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_038_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_038_hard.json
train,terrain_smooth_obstacles_039,smooth_obstacles,39,terrain_smooth_obstacles_039_easy,terrain_smooth_obstacles_039_medium,terrain_smooth_obstacles_039_hard,maps/smooth_obstacles/terrain_smooth_obstacles_039_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_039_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_039_hard.json
train,terrain_smooth_obstacles_040,smooth_obstacles,40,terrain_smooth_obstacles_040_easy,terrain_smooth_obstacles_040_medium,terrain_smooth_obstacles_040_hard,maps/smooth_obstacles/terrain_smooth_obstacles_040_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_040_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_040_hard.json
train,terrain_smooth_obstacles_041,smooth_obstacles,41,terrain_smooth_obstacles_041_easy,terrain_smooth_obstacles_041_medium,terrain_smooth_obstacles_041_hard,maps/smooth_obstacles/terrain_smooth_obstacles_041_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_041_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_041_hard.json
train,terrain_smooth_obstacles_042,smooth_obstacles,42,terrain_smooth_obstacles_042_easy,terrain_smooth_obstacles_042_medium,terrain_smooth_obstacles_042_hard,maps/smooth_obstacles/terrain_smooth_obstacles_042_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_042_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_042_hard.json
train,terrain_smooth_obstacles_043,smooth_obstacles,43,terrain_smooth_obstacles_043_easy,terrain_smooth_obstacles_043_medium,terrain_smooth_obstacles_043_hard,maps/smooth_obstacles/terrain_smooth_obstacles_043_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_043_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_043_hard.json
train,terrain_smooth_obstacles_044,smooth_obstacles,44,terrain_smooth_obstacles_044_easy,terrain_smooth_obstacles_044_medium,terrain_smooth_obstacles_044_hard,maps/smooth_obstacles/terrain_smooth_obstacles_044_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_044_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_044_hard.json
train,terrain_smooth_obstacles_045,smooth_obstacles,45,terrain_smooth_obstacles_045_easy,terrain_smooth_obstacles_045_medium,terrain_smooth_obstacles_045_hard,maps/smooth_obstacles/terrain_smooth_obstacles_045_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_045_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_045_hard.json
train,terrain_smooth_obstacles_046,smooth_obstacles,46,terrain_smooth_obstacles_046_easy,terrain_smooth_obstacles_046_medium,terrain_smooth_obstacles_046_hard,maps/smooth_obstacles/terrain_smooth_obstacles_046_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_046_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_046_hard.json
train,terrain_smooth_obstacles_048,smooth_obstacles,48,terrain_smooth_obstacles_048_easy,terrain_smooth_obstacles_048_medium,terrain_smooth_obstacles_048_hard,maps/smooth_obstacles/terrain_smooth_obstacles_048_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_048_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_048_hard.json
train,terrain_smooth_obstacles_049,smooth_obstacles,49,terrain_smooth_obstacles_049_easy,terrain_smooth_obstacles_049_medium,terrain_smooth_obstacles_049_hard,maps/smooth_obstacles/terrain_smooth_obstacles_049_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_049_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_049_hard.json
train,terrain_smooth_obstacles_051,smooth_obstacles,51,terrain_smooth_obstacles_051_easy,terrain_smooth_obstacles_051_medium,terrain_smooth_obstacles_051_hard,maps/smooth_obstacles/terrain_smooth_obstacles_051_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_051_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_051_hard.json
train,terrain_smooth_obstacles_052,smooth_obstacles,52,terrain_smooth_obstacles_052_easy,terrain_smooth_obstacles_052_medium,terrain_smooth_obstacles_052_hard,maps/smooth_obstacles/terrain_smooth_obstacles_052_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_052_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_052_hard.json
train,terrain_smooth_obstacles_055,smooth_obstacles,55,terrain_smooth_obstacles_055_easy,terrain_smooth_obstacles_055_medium,terrain_smooth_obstacles_055_hard,maps/smooth_obstacles/terrain_smooth_obstacles_055_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_055_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_055_hard.json
train,terrain_smooth_obstacles_056,smooth_obstacles,56,terrain_smooth_obstacles_056_easy,terrain_smooth_obstacles_056_medium,terrain_smooth_obstacles_056_hard,maps/smooth_obstacles/terrain_smooth_obstacles_056_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_056_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_056_hard.json
train,terrain_smooth_obstacles_057,smooth_obstacles,57,terrain_smooth_obstacles_057_easy,terrain_smooth_obstacles_057_medium,terrain_smooth_obstacles_057_hard,maps/smooth_obstacles/terrain_smooth_obstacles_057_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_057_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_057_hard.json
train,terrain_smooth_obstacles_058,smooth_obstacles,58,terrain_smooth_obstacles_058_easy,terrain_smooth_obstacles_058_medium,terrain_smooth_obstacles_058_hard,maps/smooth_obstacles/terrain_smooth_obstacles_058_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_058_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_058_hard.json
train,terrain_smooth_obstacles_059,smooth_obstacles,59,terrain_smooth_obstacles_059_easy,terrain_smooth_obstacles_059_medium,terrain_smooth_obstacles_059_hard,maps/smooth_obstacles/terrain_smooth_obstacles_059_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_059_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_059_hard.json
train,terrain_smooth_obstacles_061,smooth_obstacles,61,terrain_smooth_obstacles_061_easy,terrain_smooth_obstacles_061_medium,terrain_smooth_obstacles_061_hard,maps/smooth_obstacles/terrain_smooth_obstacles_061_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_061_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_061_hard.json
train,terrain_smooth_obstacles_062,smooth_obstacles,62,terrain_smooth_obstacles_062_easy,terrain_smooth_obstacles_062_medium,terrain_smooth_obstacles_062_hard,maps/smooth_obstacles/terrain_smooth_obstacles_062_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_062_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_062_hard.json
train,terrain_smooth_obstacles_064,smooth_obstacles,64,terrain_smooth_obstacles_064_easy,terrain_smooth_obstacles_064_medium,terrain_smooth_obstacles_064_hard,maps/smooth_obstacles/terrain_smooth_obstacles_064_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_064_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_064_hard.json
train,terrain_smooth_obstacles_068,smooth_obstacles,68,terrain_smooth_obstacles_068_easy,terrain_smooth_obstacles_068_medium,terrain_smooth_obstacles_068_hard,maps/smooth_obstacles/terrain_smooth_obstacles_068_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_068_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_068_hard.json
train,terrain_smooth_obstacles_070,smooth_obstacles,70,terrain_smooth_obstacles_070_easy,terrain_smooth_obstacles_070_medium,terrain_smooth_obstacles_070_hard,maps/smooth_obstacles/terrain_smooth_obstacles_070_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_070_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_070_hard.json
train,terrain_smooth_obstacles_071,smooth_obstacles,71,terrain_smooth_obstacles_071_easy,terrain_smooth_obstacles_071_medium,terrain_smooth_obstacles_071_hard,maps/smooth_obstacles/terrain_smooth_obstacles_071_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_071_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_071_hard.json
train,terrain_smooth_obstacles_072,smooth_obstacles,72,terrain_smooth_obstacles_072_easy,terrain_smooth_obstacles_072_medium,terrain_smooth_obstacles_072_hard,maps/smooth_obstacles/terrain_smooth_obstacles_072_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_072_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_072_hard.json
train,terrain_smooth_obstacles_073,smooth_obstacles,73,terrain_smooth_obstacles_073_easy,terrain_smooth_obstacles_073_medium,terrain_smooth_obstacles_073_hard,maps/smooth_obstacles/terrain_smooth_obstacles_073_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_073_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_073_hard.json
train,terrain_smooth_obstacles_076,smooth_obstacles,76,terrain_smooth_obstacles_076_easy,terrain_smooth_obstacles_076_medium,terrain_smooth_obstacles_076_hard,maps/smooth_obstacles/terrain_smooth_obstacles_076_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_076_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_076_hard.json
train,terrain_smooth_obstacles_077,smooth_obstacles,77,terrain_smooth_obstacles_077_easy,terrain_smooth_obstacles_077_medium,terrain_smooth_obstacles_077_hard,maps/smooth_obstacles/terrain_smooth_obstacles_077_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_077_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_077_hard.json
train,terrain_smooth_obstacles_078,smooth_obstacles,78,terrain_smooth_obstacles_078_easy,terrain_smooth_obstacles_078_medium,terrain_smooth_obstacles_078_hard,maps/smooth_obstacles/terrain_smooth_obstacles_078_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_078_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_078_hard.json
train,terrain_smooth_obstacles_079,smooth_obstacles,79,terrain_smooth_obstacles_079_easy,terrain_smooth_obstacles_079_medium,terrain_smooth_obstacles_079_hard,maps/smooth_obstacles/terrain_smooth_obstacles_079_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_079_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_079_hard.json
train,terrain_smooth_obstacles_080,smooth_obstacles,80,terrain_smooth_obstacles_080_easy,terrain_smooth_obstacles_080_medium,terrain_smooth_obstacles_080_hard,maps/smooth_obstacles/terrain_smooth_obstacles_080_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_080_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_080_hard.json
train,terrain_smooth_obstacles_081,smooth_obstacles,81,terrain_smooth_obstacles_081_easy,terrain_smooth_obstacles_081_medium,terrain_smooth_obstacles_081_hard,maps/smooth_obstacles/terrain_smooth_obstacles_081_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_081_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_081_hard.json
train,terrain_smooth_obstacles_082,smooth_obstacles,82,terrain_smooth_obstacles_082_easy,terrain_smooth_obstacles_082_medium,terrain_smooth_obstacles_082_hard,maps/smooth_obstacles/terrain_smooth_obstacles_082_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_082_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_082_hard.json
train,terrain_smooth_obstacles_084,smooth_obstacles,84,terrain_smooth_obstacles_084_easy,terrain_smooth_obstacles_084_medium,terrain_smooth_obstacles_084_hard,maps/smooth_obstacles/terrain_smooth_obstacles_084_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_084_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_084_hard.json
train,terrain_smooth_obstacles_085,smooth_obstacles,85,terrain_smooth_obstacles_085_easy,terrain_smooth_obstacles_085_medium,terrain_smooth_obstacles_085_hard,maps/smooth_obstacles/terrain_smooth_obstacles_085_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_085_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_085_hard.json
train,terrain_smooth_obstacles_086,smooth_obstacles,86,terrain_smooth_obstacles_086_easy,terrain_smooth_obstacles_086_medium,terrain_smooth_obstacles_086_hard,maps/smooth_obstacles/terrain_smooth_obstacles_086_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_086_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_086_hard.json
train,terrain_smooth_obstacles_087,smooth_obstacles,87,terrain_smooth_obstacles_087_easy,terrain_smooth_obstacles_087_medium,terrain_smooth_obstacles_087_hard,maps/smooth_obstacles/terrain_smooth_obstacles_087_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_087_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_087_hard.json
train,terrain_smooth_obstacles_088,smooth_obstacles,88,terrain_smooth_obstacles_088_easy,terrain_smooth_obstacles_088_medium,terrain_smooth_obstacles_088_hard,maps/smooth_obstacles/terrain_smooth_obstacles_088_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_088_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_088_hard.json
train,terrain_smooth_obstacles_091,smooth_obstacles,91,terrain_smooth_obstacles_091_easy,terrain_smooth_obstacles_091_medium,terrain_smooth_obstacles_091_hard,maps/smooth_obstacles/terrain_smooth_obstacles_091_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_091_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_091_hard.json
train,terrain_smooth_obstacles_092,smooth_obstacles,92,terrain_smooth_obstacles_092_easy,terrain_smooth_obstacles_092_medium,terrain_smooth_obstacles_092_hard,maps/smooth_obstacles/terrain_smooth_obstacles_092_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_092_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_092_hard.json
train,terrain_smooth_obstacles_093,smooth_obstacles,93,terrain_smooth_obstacles_093_easy,terrain_smooth_obstacles_093_medium,terrain_smooth_obstacles_093_hard,maps/smooth_obstacles/terrain_smooth_obstacles_093_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_093_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_093_hard.json
train,terrain_smooth_obstacles_095,smooth_obstacles,95,terrain_smooth_obstacles_095_easy,terrain_smooth_obstacles_095_medium,terrain_smooth_obstacles_095_hard,maps/smooth_obstacles/terrain_smooth_obstacles_095_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_095_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_095_hard.json
train,terrain_smooth_obstacles_096,smooth_obstacles,96,terrain_smooth_obstacles_096_easy,terrain_smooth_obstacles_096_medium,terrain_smooth_obstacles_096_hard,maps/smooth_obstacles/terrain_smooth_obstacles_096_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_096_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_096_hard.json
train,terrain_smooth_obstacles_097,smooth_obstacles,97,terrain_smooth_obstacles_097_easy,terrain_smooth_obstacles_097_medium,terrain_smooth_obstacles_097_hard,maps/smooth_obstacles/terrain_smooth_obstacles_097_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_097_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_097_hard.json
train,terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_easy,terrain_smooth_obstacles_098_medium,terrain_smooth_obstacles_098_hard,maps/smooth_obstacles/terrain_smooth_obstacles_098_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_098_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_098_hard.json
train,terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_easy,terrain_smooth_obstacles_099_medium,terrain_smooth_obstacles_099_hard,maps/smooth_obstacles/terrain_smooth_obstacles_099_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_099_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_099_hard.json
train,terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_easy,terrain_smooth_obstacles_100_medium,terrain_smooth_obstacles_100_hard,maps/smooth_obstacles/terrain_smooth_obstacles_100_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_100_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_100_hard.json
train,terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_easy,terrain_smooth_obstacles_101_medium,terrain_smooth_obstacles_101_hard,maps/smooth_obstacles/terrain_smooth_obstacles_101_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_101_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_101_hard.json
train,terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_easy,terrain_smooth_obstacles_102_medium,terrain_smooth_obstacles_102_hard,maps/smooth_obstacles/terrain_smooth_obstacles_102_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_102_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_102_hard.json
train,terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_easy,terrain_smooth_obstacles_103_medium,terrain_smooth_obstacles_103_hard,maps/smooth_obstacles/terrain_smooth_obstacles_103_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_103_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_103_hard.json
train,terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_easy,terrain_smooth_obstacles_105_medium,terrain_smooth_obstacles_105_hard,maps/smooth_obstacles/terrain_smooth_obstacles_105_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_105_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_105_hard.json
train,terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_easy,terrain_smooth_obstacles_106_medium,terrain_smooth_obstacles_106_hard,maps/smooth_obstacles/terrain_smooth_obstacles_106_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_106_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_106_hard.json
train,terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_easy,terrain_smooth_obstacles_108_medium,terrain_smooth_obstacles_108_hard,maps/smooth_obstacles/terrain_smooth_obstacles_108_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_108_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_108_hard.json
train,terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_easy,terrain_smooth_obstacles_111_medium,terrain_smooth_obstacles_111_hard,maps/smooth_obstacles/terrain_smooth_obstacles_111_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_111_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_111_hard.json
train,terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_easy,terrain_smooth_obstacles_112_medium,terrain_smooth_obstacles_112_hard,maps/smooth_obstacles/terrain_smooth_obstacles_112_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_112_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_112_hard.json
train,terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_easy,terrain_smooth_obstacles_113_medium,terrain_smooth_obstacles_113_hard,maps/smooth_obstacles/terrain_smooth_obstacles_113_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_113_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_113_hard.json
train,terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_easy,terrain_smooth_obstacles_114_medium,terrain_smooth_obstacles_114_hard,maps/smooth_obstacles/terrain_smooth_obstacles_114_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_114_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_114_hard.json
train,terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_easy,terrain_smooth_obstacles_115_medium,terrain_smooth_obstacles_115_hard,maps/smooth_obstacles/terrain_smooth_obstacles_115_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_115_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_115_hard.json
train,terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_easy,terrain_smooth_obstacles_116_medium,terrain_smooth_obstacles_116_hard,maps/smooth_obstacles/terrain_smooth_obstacles_116_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_116_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_116_hard.json
